census_tract,year,fuente_de_ingreso_otras_prestaciones,fuente_de_ingreso_otros_ingresos,fuente_de_ingreso_pensiones,fuente_de_ingreso_prestaciones_por_desempleo,fuente_de_ingreso_salario,distribucion_de_la_renta_p80_p20,indice_de_gini,media_de_la_renta_por_unidad_de_consumo,mediana_de_la_renta_por_unidad_de_consumo,renta_bruta_media_por_hogar,renta_bruta_media_por_persona,renta_neta_media_por_hogar,renta_neta_media_por_persona,edad_media_de_la_poblacion,poblacion,porcentaje_de_hogares_unipersonales,porcentaje_de_poblacion_de_65_y_mas_anos,porcentaje_de_poblacion_espanola,porcentaje_de_poblacion_menor_de_18_anos,tamano_medio_del_hogar
1707903011,2017,4.1,6.5,21.1,2.5,65.9,3.1,33.2,13983.0,12250.0,30925.0,10719.0,26535.0,9198.0,38.0,3099.0,26.6,13.6,64.2,22.3,2.8
1707903011,2018,4.4,5.9,20.7,2.5,66.5,3.2,32.7,14497.0,12950.0,32464.0,11128.0,27691.0,9492.0,37.8,3163.0,26.5,13.7,62.7,22.2,2.9
1707903011,2019,4.3,6.3,20.8,2.4,66.2,2.9,33.1,14988.0,13650.0,34037.0,11432.0,29143.0,9788.0,37.7,3284.0,25.9,13.9,62.7,22.0,2.9
1707903011,2020,4.7,5.7,20.7,6.3,62.7,2.6,31.8,14888.0,12950.0,34131.0,11387.0,29234.0,9754.0,38.1,3304.0,25.1,14.1,63.1,21.7,3.0
1707903011,2021,4.7,7.1,19.7,4.1,64.4,2.6,30.5,16036.0,14350.0,36331.0,12410.0,30928.0,10565.0,38.2,3297.0,26.0,13.9,62.9,22.2,2.9
1707903011,2022,4.6,6.7,19.8,2.5,66.5,2.6,29.6,16684.0,15050.0,38739.0,12959.0,32838.0,10985.0,38.3,3386.0,27.0,14.0,63.6,21.9,3.0
1707903011,2023,4.9,6.1,20.2,2.8,66.0,2.6,28.7,17399.0,16450.0,40755.0,13457.0,34624.0,11432.0,38.5,3369.0,25.9,14.4,64.7,21.4,3.0
1707903012,2015,4.0,6.0,21.6,3.4,65.1,3.8,36.8,12766.0,11550.0,29805.0,9499.0,25763.0,8211.0,37.0,2736.0,18.0,11.9,68.0,22.8,3.1
1707903012,2016,3.8,5.7,21.1,2.5,67.0,3.9,36.3,13250.0,11550.0,31163.0,9879.0,26880.0,8521.0,37.0,2743.0,18.6,12.0,67.6,22.8,3.1
1707903012,2017,4.3,5.6,20.8,2.3,67.1,3.1,32.6,13862.0,12250.0,33183.0,10303.0,28545.0,8863.0,37.3,2787.0,17.4,12.3,65.8,22.0,3.2
1707903012,2018,4.7,6.4,20.4,2.2,66.4,2.9,31.5,14535.0,12950.0,34534.0,10761.0,29624.0,9231.0,37.6,2843.0,18.4,12.7,64.7,22.1,3.2
1707903012,2019,4.5,6.9,20.7,2.5,65.5,2.9,31.4,15182.0,12950.0,36313.0,11379.0,31150.0,9761.0,38.6,2780.0,18.8,13.8,65.4,21.2,3.1
1707903012,2020,4.5,5.6,22.6,6.3,61.1,3.0,31.5,15344.0,13650.0,36403.0,11536.0,31295.0,9917.0,38.9,2791.0,18.9,14.4,66.6,20.8,3.1
1707903012,2021,4.7,6.3,22.2,4.1,62.8,2.6,29.4,16066.0,14700.0,37323.0,12191.0,31923.0,10427.0,39.3,2728.0,19.8,14.6,66.8,20.2,3.0
1707903012,2022,5.0,6.4,22.2,2.7,63.8,2.6,29.2,16707.0,15050.0,39602.0,12742.0,33709.0,10846.0,39.5,2773.0,20.3,15.0,68.6,19.7,3.1
1707903012,2023,5.0,7.0,20.9,2.8,64.3,2.6,28.5,17848.0,16450.0,43503.0,13694.0,36846.0,11598.0,40.2,2749.0,19.8,15.6,69.3,18.5,3.1
1707903013,2015,4.3,5.6,30.5,3.9,55.8,3.3,32.8,11901.0,11550.0,26566.0,8772.0,23596.0,7791.0,40.0,1702.0,22.3,17.2,67.0,20.9,3.0
1707903013,2016,4.7,5.4,29.4,4.0,56.5,3.1,31.8,12160.0,10850.0,27665.0,8932.0,24541.0,7924.0,40.3,1697.0,22.7,17.9,65.8,20.8,3.0
1707903013,2017,5.1,4.9,28.8,3.0,58.2,3.1,30.3,12516.0,11550.0,28342.0,9216.0,24983.0,8124.0,40.0,1748.0,23.7,18.4,66.0,21.6,3.0
1707903013,2018,5.6,4.9,28.1,2.5,58.9,2.6,29.6,13456.0,12250.0,30630.0,9826.0,26984.0,8657.0,39.3,1806.0,24.6,17.9,64.6,22.6,3.1
1707903013,2019,5.7,4.5,27.4,2.5,59.9,2.7,29.1,13849.0,12950.0,31593.0,10184.0,27845.0,8976.0,39.5,1781.0,23.3,17.7,63.5,22.0,3.1
1707903013,2020,6.5,4.2,28.4,6.1,54.8,2.7,28.9,14191.0,13650.0,31854.0,10450.0,28149.0,9235.0,40.2,1743.0,23.9,18.6,64.4,20.8,3.0
1707903013,2021,6.7,4.4,26.9,4.0,58.0,2.5,28.3,14630.0,13650.0,33496.0,10687.0,29500.0,9412.0,40.2,1797.0,23.8,18.4,64.9,21.8,3.1
1707903013,2022,7.4,4.2,25.1,3.1,60.3,2.4,27.4,15390.0,14350.0,35847.0,11249.0,31371.0,9844.0,39.8,1822.0,23.7,17.7,66.2,21.8,3.2
1707903013,2023,7.1,4.4,23.4,2.8,62.3,2.4,26.9,16424.0,15750.0,38276.0,12026.0,33492.0,10523.0,40.1,1859.0,23.3,17.5,66.2,20.8,3.1
1707903014,2015,3.5,5.8,19.5,3.4,67.9,3.7,36.3,12615.0,10850.0,28819.0,9436.0,24924.0,8160.0,37.0,2569.0,21.7,11.0,60.8,21.5,3.0
1707903014,2016,3.4,5.1,18.8,2.9,69.8,3.2,34.9,12904.0,11550.0,29542.0,9656.0,25529.0,8344.0,37.3,2523.0,21.6,11.6,61.7,21.6,3.0
1707903014,2017,4.1,5.4,19.9,2.4,68.2,3.2,34.0,13358.0,12250.0,30541.0,10038.0,26324.0,8652.0,37.3,2552.0,22.8,11.8,60.9,21.8,3.0
1707903014,2018,4.4,5.6,19.7,2.2,68.1,3.2,33.8,13303.0,12250.0,30893.0,10044.0,26596.0,8647.0,37.1,2652.0,21.5,12.4,59.2,22.0,3.0
1707903014,2019,4.4,5.6,19.0,2.5,68.5,2.9,33.8,13539.0,12250.0,32779.0,10207.0,28237.0,8792.0,37.0,2800.0,19.6,12.0,57.4,21.6,3.2
1707903014,2020,5.0,4.7,19.3,6.1,64.8,3.0,32.4,13545.0,12250.0,32829.0,10219.0,28326.0,8817.0,37.1,2865.0,19.7,12.0,57.6,21.5,3.2
1707903014,2021,5.4,5.5,18.5,4.3,66.3,2.8,31.4,14848.0,13650.0,34818.0,11175.0,29928.0,9606.0,37.5,2797.0,21.5,12.5,58.3,21.5,3.1
1707903014,2022,5.6,5.7,18.6,3.1,67.1,2.9,31.8,15211.0,13650.0,36861.0,11438.0,31552.0,9790.0,37.5,2896.0,21.0,12.9,59.3,21.3,3.2
1707903014,2023,6.1,5.7,17.8,2.5,67.9,2.6,30.0,16301.0,15050.0,39613.0,12251.0,33948.0,10499.0,37.7,2969.0,20.2,12.8,60.7,20.7,3.2
1707903015,2015,3.2,9.7,28.7,2.1,56.4,3.1,34.8,15650.0,13650.0,31642.0,12674.0,26944.0,10793.0,42.5,1840.0,30.9,21.4,69.0,15.7,2.5
1707903015,2016,3.2,9.3,28.6,1.8,57.1,2.8,33.6,15737.0,13650.0,32865.0,12712.0,27899.0,10791.0,42.0,1879.0,29.4,21.0,68.2,16.9,2.6
1707903015,2017,3.3,9.4,27.3,1.5,58.4,2.9,33.0,16349.0,14350.0,34436.0,13298.0,29133.0,11250.0,42.2,1919.0,30.3,20.8,67.8,15.9,2.6
1707903015,2018,3.4,10.2,27.8,1.5,57.1,2.9,32.8,16982.0,14350.0,36340.0,13591.0,30771.0,11508.0,41.7,1994.0,30.5,20.7,65.9,16.2,2.7
1707903015,2019,3.4,10.3,27.2,1.5,57.7,2.8,31.4,17675.0,15750.0,37006.0,14286.0,31339.0,12098.0,42.3,1913.0,32.2,21.5,66.0,16.5,2.6
1707903015,2020,4.0,7.3,29.0,4.8,54.8,3.0,32.2,16978.0,15050.0,36143.0,13729.0,30612.0,11628.0,42.0,1921.0,32.8,21.0,65.7,17.2,2.6
1707903015,2021,3.9,9.1,26.6,3.2,57.2,2.6,31.1,17943.0,15750.0,37554.0,14771.0,31381.0,12343.0,42.0,1922.0,33.8,20.9,66.5,16.9,2.5
1707903015,2022,3.9,7.8,26.2,2.1,60.1,2.8,30.5,18389.0,16450.0,38885.0,15053.0,32444.0,12560.0,41.8,1958.0,32.7,20.3,69.4,16.9,2.6
1707903015,2023,4.0,9.0,24.6,1.7,60.7,2.7,29.7,19255.0,17850.0,41935.0,15870.0,35021.0,13253.0,42.0,1983.0,33.1,20.7,69.4,16.2,2.6
1707903016,2015,3.3,7.6,25.6,2.0,61.6,3.5,33.4,17367.0,15750.0,38054.0,13829.0,31905.0,11595.0,41.9,1618.0,25.7,17.3,76.9,16.5,2.7
1707903016,2016,3.2,8.3,25.0,1.7,61.9,3.3,33.1,17713.0,15750.0,38627.0,14180.0,32467.0,11919.0,42.4,1615.0,25.5,18.3,75.8,16.4,2.7
1707903016,2017,3.1,8.2,26.6,1.8,60.3,2.8,31.5,17980.0,16450.0,39638.0,14316.0,33319.0,12034.0,42.2,1675.0,24.5,19.0,75.2,17.1,2.7
1707903016,2018,3.2,7.8,26.2,1.8,61.1,3.1,32.7,18468.0,16450.0,40658.0,14882.0,34049.0,12462.0,42.8,1643.0,26.5,19.7,73.9,16.1,2.7
1707903016,2019,3.2,7.3,27.1,1.8,60.7,2.9,31.1,19112.0,16450.0,42340.0,15327.0,35319.0,12786.0,42.4,1645.0,27.3,19.8,74.2,16.5,2.8
1707903016,2020,3.6,7.1,27.8,4.5,57.0,2.7,31.4,18961.0,17150.0,41905.0,15300.0,34959.0,12764.0,42.8,1608.0,26.8,20.5,74.7,16.7,2.7
1707903016,2021,3.8,8.1,27.9,2.5,57.9,2.6,30.4,19857.0,17850.0,43763.0,16062.0,36513.0,13401.0,43.0,1620.0,26.5,21.2,74.0,16.1,2.7
1707903016,2022,3.6,7.5,28.3,1.5,59.0,2.5,29.4,20439.0,18550.0,45725.0,16681.0,37993.0,13860.0,43.3,1625.0,27.0,21.4,73.6,15.6,2.7
1707903016,2023,4.0,7.9,27.2,1.7,59.3,2.5,30.2,21658.0,19250.0,48719.0,17908.0,40185.0,14771.0,43.8,1652.0,28.8,22.5,75.8,14.8,2.7
1707903017,2015,2.8,6.1,14.3,2.9,73.9,3.0,32.1,15631.0,13650.0,32835.0,12141.0,27853.0,10299.0,36.9,2049.0,26.6,10.3,75.5,22.6,2.7
1707903017,2016,2.8,7.3,15.1,2.6,72.2,2.8,32.6,15717.0,14350.0,33191.0,12224.0,28009.0,10315.0,37.4,2055.0,25.9,10.9,76.0,22.0,2.7
1707903017,2017,3.2,7.0,15.1,2.1,72.8,2.6,31.7,16233.0,14350.0,34349.0,12696.0,28904.0,10683.0,38.1,2072.0,26.8,11.3,75.5,20.9,2.7
1707903017,2018,3.3,7.4,14.2,2.4,72.8,2.9,30.8,16612.0,15050.0,35553.0,13019.0,29716.0,10882.0,38.2,2107.0,27.4,11.3,74.3,21.3,2.7
1707903017,2019,3.6,7.0,14.8,2.0,72.7,2.6,29.2,17308.0,15750.0,36932.0,13781.0,30958.0,11552.0,38.7,2064.0,29.2,11.6,74.0,20.4,2.6
1707903017,2020,4.1,6.2,15.6,5.0,69.1,2.6,29.0,17367.0,15750.0,38016.0,13898.0,31890.0,11659.0,39.7,2066.0,28.1,12.3,72.9,19.6,2.7
1707903017,2021,3.7,6.4,15.8,3.3,70.8,2.5,28.1,18384.0,16450.0,38863.0,14807.0,32466.0,12370.0,40.2,2065.0,30.7,12.6,74.3,18.7,2.6
1707903017,2022,3.8,6.7,15.8,2.2,71.5,2.4,26.8,19234.0,17150.0,40875.0,15573.0,34045.0,12971.0,40.3,2096.0,31.1,13.3,75.5,18.1,2.6
1707903017,2023,4.1,6.2,16.2,2.0,71.5,2.3,26.5,20174.0,18550.0,43642.0,16430.0,36155.0,13611.0,41.0,2094.0,31.9,13.9,75.9,17.4,2.6
1707903018,2015,3.2,6.3,13.3,3.1,74.1,2.9,31.6,14453.0,13650.0,32581.0,10901.0,27789.0,9297.0,34.7,1905.0,20.5,8.3,75.6,25.6,3.0
1707903018,2016,3.5,5.7,13.1,2.9,74.8,2.9,31.6,14311.0,13650.0,32363.0,10891.0,27588.0,9284.0,35.0,1994.0,22.1,8.2,74.0,24.9,3.0
1707903018,2017,3.8,5.6,13.3,2.2,75.1,2.7,30.0,15031.0,14350.0,33519.0,11400.0,28547.0,9709.0,35.0,2046.0,22.5,8.3,73.8,25.2,2.9
1707903018,2018,4.3,5.4,12.7,2.0,75.6,3.0,30.5,15444.0,15050.0,34154.0,11777.0,29089.0,10030.0,35.6,2026.0,24.0,9.1,73.1,24.5,2.9
1707903018,2019,4.2,5.0,13.2,1.9,75.7,2.8,29.1,16134.0,15750.0,36082.0,12435.0,30639.0,10560.0,36.3,2062.0,24.4,9.2,71.5,22.7,2.9
1707903018,2020,4.1,5.0,13.3,6.1,71.6,2.9,29.8,16143.0,15750.0,35985.0,12539.0,30363.0,10580.0,37.1,2011.0,23.9,10.0,72.3,22.1,2.8
1707903018,2021,4.5,5.6,13.6,3.9,72.4,2.7,29.0,16737.0,15750.0,37874.0,13126.0,31842.0,11036.0,37.0,2092.0,23.1,9.7,71.6,21.6,2.9
1707903018,2022,4.3,5.9,13.4,2.4,74.1,2.6,28.8,17654.0,17150.0,40175.0,13742.0,33607.0,11495.0,37.4,2107.0,24.5,9.9,72.9,20.2,2.8
1707903018,2023,4.4,6.8,13.2,2.1,73.5,2.3,26.3,19089.0,17850.0,44005.0,15107.0,36601.0,12565.0,38.2,2159.0,24.7,10.5,74.3,19.0,2.8
1707903019,2015,2.3,13.4,11.8,1.1,71.5,2.5,30.4,22882.0,21350.0,48089.0,19119.0,38509.0,15310.0,37.6,1574.0,28.3,10.7,90.7,22.0,2.5
1707903019,2016,2.4,13.1,12.4,1.1,71.0,2.5,29.7,22829.0,21350.0,48326.0,19122.0,36343.0,14380.0,37.5,1588.0,28.4,10.7,89.6,22.8,2.5
1707903019,2017,2.6,11.4,13.0,0.8,72.3,2.5,28.9,23367.0,22050.0,50150.0,19568.0,39940.0,15584.0,37.8,1641.0,28.0,11.4,90.3,22.4,2.6
1707903019,2018,2.5,12.4,13.8,0.9,70.4,2.4,28.4,24317.0,22750.0,52748.0,20851.0,41619.0,16452.0,38.5,1626.0,29.2,12.4,90.0,21.0,2.5
1707903019,2019,2.4,14.6,13.6,1.1,68.4,2.5,28.7,25689.0,24150.0,55872.0,22150.0,43892.0,17400.0,39.0,1641.0,28.0,12.6,89.4,20.2,2.5
1707903019,2020,2.8,13.1,14.3,2.9,66.9,2.4,29.2,26519.0,24150.0,56747.0,22855.0,44728.0,18014.0,39.5,1614.0,29.6,12.8,90.2,19.2,2.5
1707903019,2021,3.0,12.2,15.3,1.8,67.8,2.5,28.2,27165.0,25550.0,58050.0,23351.0,45573.0,18332.0,40.2,1606.0,29.8,14.5,90.6,18.3,2.5
1707903019,2022,2.5,12.2,15.6,1.1,68.6,2.5,28.4,28337.0,25550.0,61022.0,24562.0,47454.0,19100.0,40.4,1611.0,30.5,15.0,90.6,18.3,2.5
1707903019,2023,2.6,12.5,16.3,1.0,67.6,2.3,27.2,29065.0,27650.0,62969.0,25622.0,48856.0,19879.0,41.0,1623.0,32.8,15.3,90.1,17.1,2.4
1707903020,2015,2.1,13.1,17.4,1.5,65.9,2.9,32.2,23305.0,21350.0,50522.0,19358.0,40390.0,15475.0,39.6,1360.0,28.3,13.0,84.6,18.5,2.6
1707903020,2016,2.2,13.0,18.0,1.2,65.6,3.1,31.7,23313.0,22050.0,50682.0,19361.0,40492.0,15469.0,40.0,1383.0,29.3,14.2,83.5,17.8,2.6
1707903020,2017,2.7,12.7,19.0,1.0,64.6,3.0,31.9,24114.0,22050.0,52457.0,20381.0,41543.0,16141.0,40.8,1388.0,28.7,15.4,83.7,17.1,2.5
1707903020,2018,2.8,11.9,19.7,0.8,64.8,2.9,31.7,25023.0,22050.0,55369.0,21159.0,43954.0,16797.0,41.6,1383.0,28.9,15.8,82.5,16.6,2.6
1707903020,2019,3.1,13.6,19.1,0.9,63.3,2.9,31.4,27105.0,23450.0,59595.0,22651.0,47352.0,17998.0,41.6,1434.0,28.8,17.1,82.9,17.0,2.6
1707903020,2020,3.0,10.7,20.7,3.0,62.7,2.7,30.6,26740.0,23450.0,58668.0,22607.0,46243.0,17819.0,42.3,1387.0,28.6,18.5,83.8,16.0,2.6
1707903020,2021,3.2,12.0,20.7,1.9,62.2,2.5,29.3,27469.0,24150.0,59573.0,23436.0,46900.0,18450.0,42.7,1328.0,30.1,18.9,82.4,16.1,2.5
1707903020,2022,3.0,12.7,19.6,1.1,63.7,2.5,28.8,29168.0,25550.0,63849.0,25167.0,49781.0,19622.0,42.7,1359.0,30.2,19.4,86.0,15.6,2.5
1707903020,2023,2.6,12.4,19.3,1.2,64.5,2.7,29.7,29714.0,26250.0,64638.0,25951.0,50160.0,20138.0,42.9,1363.0,30.5,19.7,86.4,15.0,2.5
1707903021,2021,4.3,5.8,14.5,3.4,72.1,2.7,29.8,18163.0,16450.0,40454.0,14482.0,33637.0,12042.0,38.4,1776.0,29.0,11.7,65.9,19.3,2.8
1707903021,2022,4.4,5.7,14.6,2.2,73.1,2.4,30.1,19033.0,17150.0,42245.0,15388.0,34937.0,12726.0,38.5,1776.0,29.3,11.8,68.2,19.5,2.7
1707903021,2023,4.4,7.1,13.5,2.3,72.8,2.7,30.2,19347.0,17150.0,45748.0,15623.0,37640.0,12854.0,38.5,1884.0,27.4,11.5,66.8,18.2,2.9
1707904001,2015,1.3,24.6,12.7,1.7,59.7,3.9,40.6,19189.0,15750.0,35873.0,16771.0,28724.0,13429.0,39.0,968.0,47.7,11.5,66.1,13.9,2.1
1707904001,2016,1.2,23.3,10.1,1.8,63.6,3.5,40.1,21645.0,17150.0,39689.0,18902.0,31002.0,14764.0,39.6,965.0,46.0,11.9,66.4,13.9,2.1
1707904001,2017,1.7,24.2,12.8,1.9,59.4,3.1,37.6,21463.0,17150.0,40355.0,19056.0,32136.0,15175.0,39.2,971.0,47.1,11.2,61.9,14.7,2.0
1707904001,2018,1.8,24.9,10.7,1.6,61.0,3.2,38.9,22000.0,17850.0,40698.0,19494.0,32420.0,15529.0,39.6,961.0,44.7,10.7,51.8,13.2,2.0
1707904001,2019,2.1,22.1,9.9,1.8,64.2,3.1,37.8,22458.0,18550.0,42712.0,19747.0,34056.0,15745.0,39.0,982.0,43.6,10.4,45.1,14.7,2.1
1707904001,2020,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1
1707904001,2021,1.9,24.1,10.2,2.8,61.0,2.9,36.1,23323.0,18550.0,43349.0,20806.0,33710.0,16180.0,39.2,1027.0,44.2,10.8,61.5,13.7,2.1
1707904001,2022,1.6,24.8,9.6,1.7,62.4,3.0,35.4,23703.0,19250.0,46001.0,21840.0,35055.0,16643.0,38.9,1046.0,44.1,11.0,69.2,13.7,2.1
1707904001,2023,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1
1707904002,2015,2.4,13.8,13.9,2.1,67.9,3.0,35.8,18227.0,15750.0,35614.0,14895.0,29115.0,12177.0,38.6,861.0,38.9,11.8,86.7,19.6,2.3
1707904002,2016,3.0,14.3,14.1,2.2,66.4,3.2,37.5,17621.0,14350.0,34937.0,14650.0,28713.0,12040.0,38.5,849.0,36.6,12.6,87.8,20.3,2.3
1707904002,2017,2.7,15.1,14.0,2.2,66.0,2.7,36.8,18769.0,15050.0,38184.0,16065.0,30590.0,12870.0,39.6,827.0,34.9,13.4,87.7,18.0,2.3
1707904002,2018,2.9,14.9,13.4,2.2,66.7,2.7,36.9,20139.0,16450.0,39320.0,17196.0,31901.0,13952.0,40.7,801.0,36.5,13.4,85.7,16.9,2.2
1707904002,2019,2.8,17.0,14.4,1.7,64.2,2.9,37.1,20264.0,16450.0,40075.0,17582.0,32086.0,14077.0,41.3,822.0,39.7,14.0,83.5,16.3,2.2
1707904002,2020,3.6,17.2,14.6,4.2,60.4,3.4,39.3,20506.0,16450.0,42371.0,18049.0,33788.0,14393.0,40.7,844.0,36.5,14.2,83.4,17.3,2.3
1707904002,2021,3.3,18.4,13.0,2.8,62.6,3.3,38.9,20804.0,16450.0,42801.0,17883.0,34255.0,14312.0,40.6,919.0,35.2,14.3,77.4,16.2,2.4
1707904002,2022,3.9,16.7,14.0,1.8,63.7,2.7,36.0,22223.0,18550.0,45747.0,18787.0,36582.0,15023.0,40.5,985.0,36.7,14.1,76.2,16.1,2.4
1707904002,2023,3.6,15.0,13.1,1.8,66.5,2.9,34.7,23131.0,19250.0,48663.0,20750.0,38068.0,16232.0,40.6,926.0,36.8,14.5,77.4,16.3,2.3
1707905001,2015,1.3,25.6,14.6,0.9,57.7,2.6,30.9,31297.0,26250.0,80652.0,27069.0,43873.0,14725.0,41.9,1461.0,12.4,15.7,96.3,19.4,3.0
1707905001,2016,1.3,28.1,15.5,0.5,54.7,2.6,31.7,33684.0,26950.0,85625.0,29268.0,63628.0,21749.0,42.2,1453.0,13.3,16.8,96.4,18.7,2.9
1707905001,2017,1.3,23.5,18.3,0.5,56.5,2.5,31.8,33682.0,29050.0,83870.0,29003.0,62763.0,21704.0,42.9,1452.0,14.2,19.0,96.5,18.1,2.9
1707905001,2018,1.5,21.7,18.2,0.4,58.2,2.7,32.4,32808.0,29050.0,82498.0,28171.0,61575.0,21027.0,43.0,1474.0,15.5,19.5,94.9,18.9,2.9
1707905001,2019,1.5,24.0,17.8,0.4,56.3,2.6,31.5,34472.0,30450.0,85560.0,29801.0,63404.0,22084.0,43.8,1451.0,16.3,21.1,95.3,18.1,2.9
1707905001,2020,1.9,23.7,19.7,1.6,53.2,2.5,31.9,35986.0,30450.0,88498.0,31114.0,66597.0,23414.0,44.2,1441.0,16.4,22.6,94.7,17.6,2.9
1707905001,2021,1.6,23.5,19.3,0.8,54.8,2.5,32.2,38274.0,32550.0,94460.0,33917.0,67942.0,24396.0,44.7,1425.0,18.3,23.6,94.9,17.1,2.8
1707905001,2022,1.7,23.6,20.2,0.4,54.2,2.3,31.5,39493.0,33950.0,99273.0,35000.0,72282.0,25484.0,44.8,1418.0,16.5,24.6,94.6,17.1,2.8
1707905001,2023,1.8,27.6,18.5,0.3,51.7,2.6,34.0,43994.0,36050.0,109533.0,39874.0,79088.0,28791.0,45.4,1399.0,17.4,26.2,93.6,16.7,2.7
1707905002,2015,3.9,7.5,27.5,2.8,58.3,3.1,33.0,14321.0,13650.0,26743.0,11461.0,23078.0,9891.0,42.6,903.0,37.3,20.3,75.2,16.5,2.3
1707905002,2016,3.9,8.8,26.1,2.1,59.2,3.1,33.3,14344.0,12950.0,27806.0,11623.0,23734.0,9921.0,42.3,892.0,35.3,19.7,76.4,17.7,2.3
1707905002,2017,4.8,8.2,24.0,2.0,60.9,2.7,31.3,15477.0,13650.0,29900.0,12458.0,25512.0,10630.0,42.1,900.0,35.6,19.2,76.0,18.1,2.4
1707905002,2018,4.7,10.5,21.7,1.6,61.5,2.6,31.2,16341.0,15050.0,31887.0,13227.0,27082.0,11234.0,42.2,919.0,38.1,18.7,72.9,16.8,2.4
1707905002,2019,4.3,9.6,21.5,1.8,62.9,2.8,30.7,16876.0,15050.0,32884.0,13730.0,27882.0,11641.0,42.3,890.0,38.4,18.9,72.9,16.5,2.3
1707905002,2020,4.7,6.6,19.9,5.2,63.7,2.8,31.6,17291.0,15750.0,33162.0,14229.0,27986.0,12008.0,41.9,880.0,39.3,17.6,73.1,16.6,2.3
1707905002,2021,5.5,9.1,18.7,3.4,63.4,2.7,30.4,18293.0,16450.0,35292.0,14893.0,29655.0,12514.0,42.0,918.0,38.3,17.2,71.5,16.5,2.3
1707905002,2022,4.9,9.0,19.1,1.9,65.1,2.6,30.8,19052.0,17150.0,37679.0,15663.0,31349.0,13032.0,41.0,954.0,36.9,16.4,71.2,17.1,2.4
1707905002,2023,5.3,8.1,18.6,1.6,66.4,2.4,28.7,19939.0,17150.0,39830.0,16515.0,33286.0,13801.0,41.0,972.0,35.9,15.8,71.9,15.8,2.4
1707905003,2015,3.2,9.0,20.1,3.4,64.2,3.2,32.1,14824.0,13650.0,30423.0,11559.0,26042.0,9894.0,38.5,1819.0,26.8,13.4,79.9,21.0,2.6
1707905003,2016,3.4,9.4,20.5,3.1,63.6,2.9,32.0,15180.0,14350.0,31517.0,11911.0,26876.0,10157.0,39.1,1813.0,25.8,13.9,79.6,20.8,2.6
1707905003,2017,3.8,7.9,20.4,2.4,65.5,2.7,30.0,15760.0,14350.0,31890.0,12450.0,27177.0,10610.0,39.3,1795.0,27.7,14.2,78.8,20.9,2.6
1707905003,2018,4.4,7.6,19.5,2.1,66.4,2.7,29.6,15857.0,15050.0,33404.0,12418.0,28372.0,10547.0,38.8,1919.0,28.0,13.7,76.0,21.0,2.7
1707905003,2019,4.1,7.0,20.2,2.2,66.5,2.7,28.7,16698.0,15750.0,35209.0,13238.0,29890.0,11238.0,39.5,1897.0,27.1,14.1,75.4,20.2,2.6
1707905003,2020,4.5,8.8,20.1,5.5,61.1,2.7,28.0,17108.0,16450.0,35705.0,13592.0,30298.0,11534.0,39.9,1889.0,26.0,14.8,76.2,20.1,2.6
1707905003,2021,5.0,8.1,21.0,3.3,62.7,2.7,29.2,17259.0,16450.0,36438.0,13726.0,30825.0,11612.0,39.9,1906.0,25.6,15.3,76.2,20.6,2.6
1707905003,2022,4.9,8.3,20.9,2.2,63.8,2.4,28.0,17930.0,17150.0,37376.0,14325.0,31615.0,12117.0,39.8,1902.0,27.5,15.5,77.9,20.5,2.6
1707905003,2023,5.5,8.4,20.6,1.8,63.8,2.3,26.6,19340.0,17850.0,40332.0,15553.0,34125.0,13160.0,40.6,1901.0,28.6,16.5,78.2,18.9,2.6
1707905004,2015,2.3,13.9,22.5,1.3,60.0,2.4,29.0,21046.0,18550.0,43555.0,16428.0,36221.0,13662.0,42.0,875.0,28.8,20.8,91.5,19.3,2.7
1707905004,2016,2.2,14.8,20.8,1.4,60.8,2.4,27.9,21401.0,19250.0,43858.0,16869.0,36142.0,13901.0,41.9,850.0,32.8,20.1,91.2,19.2,2.6
1707905004,2017,1.8,14.2,21.6,0.9,61.5,2.4,27.6,21712.0,19950.0,44959.0,17150.0,36518.0,13931.0,42.2,842.0,31.0,20.0,89.3,19.5,2.6
1707905004,2018,2.2,15.8,21.1,1.3,59.7,2.5,27.8,22937.0,20650.0,46996.0,18144.0,38379.0,14817.0,42.8,849.0,30.8,20.7,89.6,19.2,2.5
1707905004,2019,2.5,16.1,21.0,1.3,59.1,2.4,28.3,23958.0,21350.0,48769.0,18779.0,39804.0,15327.0,42.5,856.0,30.3,20.3,89.4,20.4,2.5
1707905004,2020,2.9,15.4,20.5,3.5,57.7,2.3,28.3,24199.0,21350.0,50292.0,19252.0,40887.0,15652.0,42.7,852.0,30.1,20.1,88.9,20.7,2.6
1707905004,2021,2.5,16.6,19.6,2.1,59.2,2.3,27.3,25973.0,23450.0,54962.0,20819.0,44064.0,16691.0,43.4,864.0,30.6,20.5,88.1,19.2,2.6
1707905004,2022,2.3,15.9,20.5,1.1,60.3,2.4,29.7,26971.0,24150.0,57488.0,21690.0,45059.0,17000.0,43.9,872.0,29.0,20.8,88.5,18.1,2.6
