lon,price,year_available,rooms,elevator,lat,floors,area,census_tract_INE,barri_oficial,metres_cadastre,emissions_de_co2,qual_energia,has_education_within_500m,has_food_within_500m,has_health_within_500m,has_mobility_within_500m,has_public_service_within_500m,renda_med,renda_mediana,gini,p80_p20,pct_65_plus,pct_under18,pct_single_household,sector_oficial,ingresos_otros_prest,ingresos_otros,ingresos_pensiones,ingresos_desempleo,ingresos_salario,p80_p20.1,gini.1,renda_med.1,renda_mediana.1,renta_bruta_hogar,renta_bruta_persona,renta_neta_hogar,renta_neta_persona,edad_media,poblacion,pct_single_household.1,pct_65_plus.1,pct_espanola,pct_under18.1,tamany_mitja_hogar,has_education_within_500m,education_count_within_500m,has_food_within_500m,food_count_within_500m,has_health_within_500m,health_count_within_500m,has_mobility_within_500m,mobility_count_within_500m,has_public_service_within_500m,public_service_count_within_500m
2.8253846634648623,1195,2022,3.0,True,41.98380217497293,1.0,76,1707901001,Centre,62.0,60.37,F,1,1,1,1,1,25559.0,20650.0,37.6,3.3,11.3,13.2,42.7,Barri Vell,2.6,23.1,10.3,1.5,62.6,3.3,37.6,25559.0,20650.0,49522.0,22299.0,37957.0,17092.0,39.8,1079.0,42.7,11.3,74.0,13.2,2.2,1,4,1,11,1,9,1,22,1,12
2.826087573574615,1415,2022,2.0,False,41.99096204208007,3.0,61,1707905002,Nord,61.0,52.03,E,1,1,1,1,1,19052.0,17150.0,30.8,2.6,16.4,17.1,36.9,Pedret,4.9,9.0,19.1,1.9,65.1,2.6,30.8,19052.0,17150.0,37679.0,15663.0,31349.0,13032.0,41.0,954.0,36.9,16.4,71.2,17.1,2.4,1,2,1,1,1,2,1,18,1,1
2.8086500685822755,1425,2022,2.0,True,41.99425155993194,1.0,66,1707906002,Oest,113.0,70.53,E,1,0,1,1,1,21790.0,20650.0,24.8,2.2,15.3,21.9,23.8,Taialà,4.5,7.6,17.1,1.7,69.2,2.2,24.8,21790.0,20650.0,45932.0,17448.0,37840.0,14374.0,40.1,2589.0,23.8,15.3,88.6,21.9,2.6,1,2,0,0,1,1,1,7,1,1
2.812188025964294,1425,2022,3.0,True,41.96550452742429,1.0,151,1707902022,Eixample,102.0,42.7,E,1,1,1,1,1,22320.0,20650.0,29.4,2.4,7.4,25.0,29.5,Eixample Sud,3.4,9.2,7.6,1.8,78.0,2.4,29.4,22320.0,20650.0,48317.0,18154.0,38417.0,14434.0,34.1,1919.0,29.5,7.4,78.3,25.0,2.6,1,3,1,4,1,1,1,19,1,1
2.8051867271632114,1020,2022,3.0,False,41.97552367883112,4.0,97,1707903011,Santa Eugènia de Ter,85.0,67.15,F,1,1,1,1,1,16684.0,15050.0,29.6,2.6,14.0,21.9,27.0,Santa Eugènia,4.6,6.7,19.8,2.5,66.5,2.6,29.6,16684.0,15050.0,38739.0,12959.0,32838.0,10985.0,38.3,3386.0,27.0,14.0,63.6,21.9,3.0,1,2,1,19,1,7,1,12,1,2
2.825056226320206,2370,2022,3.0,False,41.98425207869345,2.0,109,1707904001,Centre,102.0,43.65,E,1,1,1,1,1,23703.0,19250.0,35.4,3.0,11.0,13.7,44.1,Barri Vell,1.6,24.8,9.6,1.7,62.4,3.0,35.4,23703.0,19250.0,46001.0,21840.0,35055.0,16643.0,38.9,1046.0,44.1,11.0,69.2,13.7,2.1,1,4,1,13,1,9,1,25,1,15
2.808588207371098,1305,2022,2.0,False,41.99416528246853,1.0,79,1707906002,Oest,113.0,70.53,E,1,0,1,1,1,21790.0,20650.0,24.8,2.2,15.3,21.9,23.8,Taialà,4.5,7.6,17.1,1.7,69.2,2.2,24.8,21790.0,20650.0,45932.0,17448.0,37840.0,14374.0,40.1,2589.0,23.8,15.3,88.6,21.9,2.6,1,3,0,0,1,1,1,7,1,1
2.8246269148805747,1180,2022,3.0,True,41.98465832716332,3.0,87,1707904001,Centre,102.0,43.65,E,1,1,1,1,1,23703.0,19250.0,35.4,3.0,11.0,13.7,44.1,Barri Vell,1.6,24.8,9.6,1.7,62.4,3.0,35.4,23703.0,19250.0,46001.0,21840.0,35055.0,16643.0,38.9,1046.0,44.1,11.0,69.2,13.7,2.1,1,5,1,15,1,10,1,25,1,17
2.808567344417876,1495,2022,1.0,True,41.99430293353882,1.0,51,1707906002,Oest,113.0,70.53,E,1,0,1,1,1,21790.0,20650.0,24.8,2.2,15.3,21.9,23.8,Taialà,4.5,7.6,17.1,1.7,69.2,2.2,24.8,21790.0,20650.0,45932.0,17448.0,37840.0,14374.0,40.1,2589.0,23.8,15.3,88.6,21.9,2.6,1,2,0,0,1,1,1,7,1,1
2.8157722704479693,1470,2022,2.0,True,41.96917810060231,0.0,59,1707902011,Eixample,66.0,62.58,F,1,1,1,1,1,22244.0,20650.0,29.0,2.5,11.9,18.9,31.1,Eixample Sud,3.3,7.8,13.0,1.8,74.0,2.5,29.0,22244.0,20650.0,46421.0,18507.0,37393.0,14908.0,38.5,2595.0,31.1,11.9,77.6,18.9,2.5,1,3,1,6,1,3,1,12,1,2
2.816941282333804,1440,2022,4.0,True,41.9844992817517,5.0,105,1707903003,Eixample,106.0,64.79,F,1,1,1,1,1,28365.0,24150.0,33.4,3.0,14.2,16.7,35.1,Eixample Nord,2.8,20.6,13.3,1.0,62.3,3.0,33.4,28365.0,24150.0,59240.0,25135.0,45049.0,19114.0,40.0,2474.0,35.1,14.2,77.7,16.7,2.3,1,6,1,8,1,16,1,16,1,3
2.8214870371496974,1675,2022,2.0,True,41.98242705904978,1.0,98,1707902001,Centre,87.0,25.05,E,1,1,1,1,1,33528.0,30450.0,31.7,2.7,26.5,17.6,40.9,Mercadal,2.4,24.4,20.6,0.7,52.0,2.7,31.7,33528.0,30450.0,69647.0,29227.0,52967.0,22228.0,45.2,756.0,40.9,26.5,88.4,17.6,2.3,1,6,1,18,1,25,1,22,1,10
2.818470701196874,2470,2022,3.0,True,41.97978294590792,1.0,107,1707902003,Eixample,166.0,27.23,D,1,1,1,1,1,33189.0,25550.0,36.5,2.9,23.8,17.9,34.4,Eixample Nord,2.1,33.5,17.9,0.7,45.8,2.9,36.5,33189.0,25550.0,74567.0,31008.0,53692.0,22327.0,44.1,1331.0,34.4,23.8,86.9,17.9,2.4,1,6,1,20,1,24,1,46,1,5
2.8132263990173607,995,2022,2.0,True,41.98142842293195,3.0,91,1707903020,Eixample,84.0,30.76,E,1,1,1,1,1,29168.0,25550.0,28.8,2.5,19.4,15.6,30.2,Eixample Nord,3.0,12.7,19.6,1.1,63.7,2.5,28.8,29168.0,25550.0,63849.0,25167.0,49781.0,19622.0,42.7,1359.0,30.2,19.4,86.0,15.6,2.5,1,6,1,11,1,7,1,18,1,1
2.8200519429091204,1640,2022,2.0,True,41.98515128917005,3.0,108,1707903003,Eixample,106.0,64.79,F,1,1,1,1,1,28365.0,24150.0,33.4,3.0,14.2,16.7,35.1,Eixample Nord,2.8,20.6,13.3,1.0,62.3,3.0,33.4,28365.0,24150.0,59240.0,25135.0,45049.0,19114.0,40.0,2474.0,35.1,14.2,77.7,16.7,2.3,1,4,1,12,1,18,1,20,1,6
2.824632598600945,1410,2022,2.0,True,41.98451727065106,1.0,84,1707904001,Centre,102.0,43.65,E,1,1,1,1,1,23703.0,19250.0,35.4,3.0,11.0,13.7,44.1,Barri Vell,1.6,24.8,9.6,1.7,62.4,3.0,35.4,23703.0,19250.0,46001.0,21840.0,35055.0,16643.0,38.9,1046.0,44.1,11.0,69.2,13.7,2.1,1,5,1,15,1,10,1,24,1,17
2.821767815111841,1020,2022,2.0,True,41.97606340200648,1.0,83,1707902006,Eixample,62.0,37.15,E,1,1,1,1,1,27154.0,24150.0,32.4,3.2,21.0,15.2,34.8,Eixample Nord,2.3,19.3,22.5,1.1,54.8,3.2,32.4,27154.0,24150.0,57282.0,24013.0,44402.0,18613.0,43.2,2101.0,34.8,21.0,81.9,15.2,2.4,1,8,1,24,1,15,1,20,1,4
2.8271736372332,2380,2022,4.0,True,41.9737114960209,1.0,215,1707902009,Sud,130.0,57.93,D,1,1,1,1,1,25220.0,22750.0,27.8,2.3,18.7,13.5,30.9,Montilivi,3.0,11.9,20.1,1.8,63.2,2.3,27.8,25220.0,22750.0,54385.0,21697.0,43255.0,17256.0,43.7,1346.0,30.9,18.7,85.7,13.5,2.5,1,2,1,4,1,6,1,14,1,4
2.824607454050037,1035,2022,1.0,False,41.98589330298617,1.0,44,1707904001,Centre,102.0,43.65,E,1,1,1,1,1,23703.0,19250.0,35.4,3.0,11.0,13.7,44.1,Barri Vell,1.6,24.8,9.6,1.7,62.4,3.0,35.4,23703.0,19250.0,46001.0,21840.0,35055.0,16643.0,38.9,1046.0,44.1,11.0,69.2,13.7,2.1,1,5,1,15,1,8,1,22,1,16
2.824652298297983,1035,2022,2.0,False,41.98231365250138,5.0,113,1707901001,Centre,62.0,60.37,F,1,1,1,1,1,25559.0,20650.0,37.6,3.3,11.3,13.2,42.7,Barri Vell,2.6,23.1,10.3,1.5,62.6,3.3,37.6,25559.0,20650.0,49522.0,22299.0,37957.0,17092.0,39.8,1079.0,42.7,11.3,74.0,13.2,2.2,1,4,1,13,1,11,1,26,1,10
2.8267866304972555,2355,2022,4.0,True,41.97359005767034,1.0,244,1707902009,Sud,130.0,57.93,D,1,1,1,1,1,25220.0,22750.0,27.8,2.3,18.7,13.5,30.9,Montilivi,3.0,11.9,20.1,1.8,63.2,2.3,27.8,25220.0,22750.0,54385.0,21697.0,43255.0,17256.0,43.7,1346.0,30.9,18.7,85.7,13.5,2.5,1,2,1,4,1,7,1,14,1,4
2.8213129783861017,1160,2022,2.0,True,41.9757769188707,1.0,107,1707902006,Eixample,62.0,37.15,E,1,1,1,1,1,27154.0,24150.0,32.4,3.2,21.0,15.2,34.8,Eixample Nord,2.3,19.3,22.5,1.1,54.8,3.2,32.4,27154.0,24150.0,57282.0,24013.0,44402.0,18613.0,43.2,2101.0,34.8,21.0,81.9,15.2,2.4,1,7,1,22,1,16,1,21,1,3
2.824900241789383,585,2022,3.0,False,41.984172945583545,4.0,58,1707904001,Centre,102.0,43.65,E,1,1,1,1,1,23703.0,19250.0,35.4,3.0,11.0,13.7,44.1,Barri Vell,1.6,24.8,9.6,1.7,62.4,3.0,35.4,23703.0,19250.0,46001.0,21840.0,35055.0,16643.0,38.9,1046.0,44.1,11.0,69.2,13.7,2.1,1,5,1,14,1,9,1,24,1,15
2.824575538775639,1430,2022,3.0,False,41.98292788296892,4.0,92,1707901001,Centre,62.0,60.37,F,1,1,1,1,1,25559.0,20650.0,37.6,3.3,11.3,13.2,42.7,Barri Vell,2.6,23.1,10.3,1.5,62.6,3.3,37.6,25559.0,20650.0,49522.0,22299.0,37957.0,17092.0,39.8,1079.0,42.7,11.3,74.0,13.2,2.2,1,5,1,11,1,10,1,23,1,13
2.824973311516948,1125,2022,1.0,False,41.98544560129465,4.0,80,1707904001,Centre,102.0,43.65,E,1,1,1,1,1,23703.0,19250.0,35.4,3.0,11.0,13.7,44.1,Barri Vell,1.6,24.8,9.6,1.7,62.4,3.0,35.4,23703.0,19250.0,46001.0,21840.0,35055.0,16643.0,38.9,1046.0,44.1,11.0,69.2,13.7,2.1,1,5,1,15,1,8,1,23,1,17
2.814001770955512,1825,2022,4.0,True,41.97845849620522,5.0,111,1707903015,Eixample,106.0,31.38,E,1,1,1,1,1,18389.0,16450.0,30.5,2.8,20.3,16.9,32.7,Eixample Nord,3.9,7.8,26.2,2.1,60.1,2.8,30.5,18389.0,16450.0,38885.0,15053.0,32444.0,12560.0,41.8,1958.0,32.7,20.3,69.4,16.9,2.6,1,4,1,13,1,8,1,47,1,1
2.8124248805834324,3005,2022,4.0,True,41.96559842440409,2.0,206,1707902022,Eixample,102.0,42.7,E,1,1,1,1,1,22320.0,20650.0,29.4,2.4,7.4,25.0,29.5,Eixample Sud,3.4,9.2,7.6,1.8,78.0,2.4,29.4,22320.0,20650.0,48317.0,18154.0,38417.0,14434.0,34.1,1919.0,29.5,7.4,78.3,25.0,2.6,1,3,1,4,1,1,1,17,1,1
2.83171396941204,1305,2022,4.0,True,41.9941667897072,2.0,133,1707905001,Montjuïc,258.0,41.07,D,0,1,1,1,0,39493.0,33950.0,31.5,2.3,24.6,17.1,16.5,Montjuïc,1.7,23.6,20.2,0.4,54.2,2.3,31.5,39493.0,33950.0,99273.0,35000.0,72282.0,25484.0,44.8,1418.0,16.5,24.6,94.6,17.1,2.8,0,0,1,2,1,1,1,6,0,0
2.819372695821095,2030,2022,2.0,True,41.985358334971366,3.0,174,1707903003,Eixample,106.0,64.79,F,1,1,1,1,1,28365.0,24150.0,33.4,3.0,14.2,16.7,35.1,Eixample Nord,2.8,20.6,13.3,1.0,62.3,3.0,33.4,28365.0,24150.0,59240.0,25135.0,45049.0,19114.0,40.0,2474.0,35.1,14.2,77.7,16.7,2.3,1,4,1,12,1,16,1,20,1,5
2.8247964115190864,2540,2022,3.0,True,41.97518976382972,1.0,114,1707901003,Centre,204.0,40.04,D,1,1,1,1,1,25569.0,22750.0,31.6,2.7,17.5,17.1,32.5,Carme,2.7,15.4,17.2,1.0,63.7,2.7,31.6,25569.0,22750.0,53330.0,22055.0,41929.0,17340.0,41.4,1363.0,32.5,17.5,79.7,17.1,2.4,1,4,1,12,1,10,1,15,1,4
2.818554639600064,4000,2022,3.0,True,41.97980064082139,4.0,139,1707902003,Eixample,166.0,27.23,D,1,1,1,1,1,33189.0,25550.0,36.5,2.9,23.8,17.9,34.4,Eixample Nord,2.1,33.5,17.9,0.7,45.8,2.9,36.5,33189.0,25550.0,74567.0,31008.0,53692.0,22327.0,44.1,1331.0,34.4,23.8,86.9,17.9,2.4,1,6,1,19,1,24,1,45,1,5
2.820993094782648,1125,2022,2.0,True,41.97085481407999,4.0,60,1707902010,Eixample,66.0,34.32,E,1,1,1,1,1,25348.0,22750.0,26.5,2.3,15.1,16.7,33.4,Eixample Sud,2.6,9.7,14.9,1.3,71.5,2.3,26.5,25348.0,22750.0,52153.0,22176.0,41102.0,17477.0,41.4,2355.0,33.4,15.1,87.2,16.7,2.3,1,7,1,7,1,6,1,10,1,3
2.8160370811165008,1145,2023,3.0,False,41.9915156982518,0.0,58,1707906001,Oest,105.0,43.9,E,0,1,1,1,0,25428.0,24150.0,24.3,2.0,18.3,16.2,21.6,Fontajau,3.7,7.7,21.0,1.2,66.5,2.0,24.3,25428.0,24150.0,54947.0,21085.0,44591.0,17111.0,43.4,1930.0,21.6,18.3,93.1,16.2,2.6,0,0,1,1,1,2,1,5,0,0
2.81400320207063,2225,2023,4.0,False,41.975644739558206,3.0,127,1707903007,Eixample,71.0,54.33,F,1,1,1,1,1,17724.0,15750.0,29.1,2.6,16.6,17.1,31.7,Eixample Sud,4.9,5.4,21.7,2.3,65.7,2.6,29.1,17724.0,15750.0,39439.0,14557.0,32409.0,11963.0,40.8,2470.0,31.7,16.6,64.6,17.1,2.7,1,3,1,11,1,8,1,40,1,1
2.8206836448147303,1185,2023,2.0,True,41.97015105451174,4.0,64,1707902010,Eixample,53.0,54.79,E,1,1,1,1,1,26524.0,24150.0,26.2,2.2,15.4,16.0,34.1,Eixample Sud,2.7,9.0,14.6,1.1,72.6,2.2,26.2,26524.0,24150.0,54838.0,23321.0,43206.0,18374.0,41.6,2364.0,34.1,15.4,88.0,16.0,2.3,1,8,1,9,1,5,1,9,1,3
2.8188442027205807,2685,2023,4.0,True,41.97959946906553,2.0,79,1707902003,Eixample,111.0,62.99,F,1,1,1,1,1,32451.0,26950.0,32.4,2.6,24.4,16.8,35.1,Eixample Nord,2.2,26.4,20.8,0.8,49.8,2.6,32.4,32451.0,26950.0,70974.0,29629.0,53084.0,22160.0,44.3,1294.0,35.1,24.4,87.8,16.8,2.4,1,7,1,22,1,23,1,44,1,5
2.8248304248702207,1550,2023,1.0,True,41.98436664580992,4.0,58,1707904001,Centre,75.0,45.59,F,1,1,1,1,1,25336.0,19950.0,36.0,2.9,11.6,13.5,42.9,Barri Vell,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1,1,5,1,14,1,9,1,24,1,17
2.818549121627041,1380,2023,3.0,True,41.98013223762211,1.0,113,1707902003,Eixample,111.0,62.99,F,1,1,1,1,1,32451.0,26950.0,32.4,2.6,24.4,16.8,35.1,Eixample Nord,2.2,26.4,20.8,0.8,49.8,2.6,32.4,32451.0,26950.0,70974.0,29629.0,53084.0,22160.0,44.3,1294.0,35.1,24.4,87.8,16.8,2.4,1,5,1,17,1,23,1,36,1,5
2.8209878922940512,2575,2023,2.0,True,41.97847794661041,1.0,78,1707902004,Eixample,122.0,39.04,E,1,1,1,1,1,32741.0,26950.0,33.9,3.1,23.6,16.6,36.4,Eixample Nord,2.5,24.2,19.3,0.7,53.3,3.1,33.9,32741.0,26950.0,68901.0,29601.0,52012.0,22345.0,44.0,1676.0,36.4,23.6,85.1,16.6,2.3,1,9,1,28,1,22,1,22,1,5
2.82488985654155,1300,2023,3.0,True,41.9844779208071,1.0,68,1707904001,Centre,75.0,45.59,F,1,1,1,1,1,25336.0,19950.0,36.0,2.9,11.6,13.5,42.9,Barri Vell,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1,1,5,1,14,1,9,1,25,1,17
2.824819598793456,1365,2023,2.0,True,41.98450405404783,1.0,95,1707904001,Centre,75.0,45.59,F,1,1,1,1,1,25336.0,19950.0,36.0,2.9,11.6,13.5,42.9,Barri Vell,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1,1,5,1,14,1,9,1,24,1,17
2.820633422564356,1020,2023,4.0,True,41.97790492741662,1.0,125,1707902004,Eixample,122.0,39.04,E,1,1,1,1,1,32741.0,26950.0,33.9,3.1,23.6,16.6,36.4,Eixample Nord,2.5,24.2,19.3,0.7,53.3,3.1,33.9,32741.0,26950.0,68901.0,29601.0,52012.0,22345.0,44.0,1676.0,36.4,23.6,85.1,16.6,2.3,1,9,1,29,1,22,1,20,1,3
2.818886588400757,2840,2023,3.0,True,41.97957219751996,3.0,152,1707902003,Eixample,111.0,62.99,F,1,1,1,1,1,32451.0,26950.0,32.4,2.6,24.4,16.8,35.1,Eixample Nord,2.2,26.4,20.8,0.8,49.8,2.6,32.4,32451.0,26950.0,70974.0,29629.0,53084.0,22160.0,44.3,1294.0,35.1,24.4,87.8,16.8,2.4,1,6,1,22,1,23,1,44,1,5
2.8174577061704755,1595,2023,3.0,True,41.98504927688342,3.0,129,1707903004,Eixample,52.0,47.17,E,1,1,1,1,1,33467.0,31150.0,27.5,2.4,17.7,14.5,30.6,Eixample Nord,2.3,20.2,15.6,0.6,61.3,2.4,27.5,33467.0,31150.0,73480.0,29883.0,55782.0,22686.0,42.9,1192.0,30.6,17.7,89.0,14.5,2.4,1,6,1,8,1,13,1,15,1,3
2.8251974086881915,2565,2023,2.0,True,41.975473128961184,1.0,47,1707901003,Centre,92.0,21.38,D,1,1,1,1,1,27181.0,24150.0,30.1,2.3,17.5,15.3,34.3,Carme,2.7,14.0,16.9,1.2,65.3,2.3,30.1,27181.0,24150.0,57374.0,23819.0,44793.0,18596.0,41.7,1402.0,34.3,17.5,80.8,15.3,2.4,1,4,1,10,1,9,1,11,1,4
2.8085374411042325,1560,2023,2.0,True,41.99429572271971,1.0,52,1707906002,Oest,95.0,57.84,G,1,0,1,1,1,22782.0,21350.0,24.7,2.2,15.3,21.3,24.4,Taialà,4.6,7.7,17.1,2.0,68.6,2.2,24.7,22782.0,21350.0,49225.0,18328.0,40619.0,15124.0,40.1,2660.0,24.4,15.3,88.1,21.3,2.7,1,2,0,0,1,1,1,7,1,1
2.8251687706448547,1710,2023,3.0,True,41.9844986830477,2.0,93,1707904001,Centre,75.0,45.59,F,1,1,1,1,1,25336.0,19950.0,36.0,2.9,11.6,13.5,42.9,Barri Vell,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1,1,4,1,12,1,9,1,25,1,17
2.824245614810372,1035,2023,4.0,True,41.96905934499103,0.0,115,1707902018,Sud,53.0,36.99,F,1,1,1,1,1,29739.0,26950.0,28.3,2.3,15.1,20.6,26.4,Montilivi,2.4,11.9,14.1,0.8,70.8,2.3,28.3,29739.0,26950.0,67846.0,25547.0,51867.0,19530.0,39.9,1807.0,26.4,15.1,87.8,20.6,2.6,1,5,1,3,1,2,1,12,1,2
2.827003841710463,2235,2023,4.0,True,41.97362092482346,0.0,306,1707902009,Sud,88.0,34.58,E,1,1,1,1,1,26669.0,23450.0,29.1,2.3,19.3,13.5,30.4,Montilivi,3.2,10.5,20.5,1.7,64.2,2.3,29.1,26669.0,23450.0,57144.0,22569.0,45898.0,18127.0,43.8,1365.0,30.4,19.3,85.0,13.5,2.5,1,2,1,4,1,6,1,14,1,4
2.8249426769369745,770,2023,2.0,True,41.97526206157148,6.0,86,1707901003,Centre,92.0,21.38,D,1,1,1,1,1,27181.0,24150.0,30.1,2.3,17.5,15.3,34.3,Carme,2.7,14.0,16.9,1.2,65.3,2.3,30.1,27181.0,24150.0,57374.0,23819.0,44793.0,18596.0,41.7,1402.0,34.3,17.5,80.8,15.3,2.4,1,4,1,11,1,10,1,13,1,4
2.818660082292248,1520,2023,3.0,False,41.98021111151429,2.0,99,1707902003,Eixample,111.0,62.99,F,1,1,1,1,1,32451.0,26950.0,32.4,2.6,24.4,16.8,35.1,Eixample Nord,2.2,26.4,20.8,0.8,49.8,2.6,32.4,32451.0,26950.0,70974.0,29629.0,53084.0,22160.0,44.3,1294.0,35.1,24.4,87.8,16.8,2.4,1,5,1,17,1,23,1,33,1,5
2.820999246214948,1400,2023,3.0,True,41.97549258495695,1.0,87,1707902006,Eixample,118.0,45.22,E,1,1,1,1,1,27935.0,24850.0,31.6,2.9,19.9,15.2,34.6,Eixample Nord,2.4,19.5,21.4,1.1,55.7,2.9,31.6,27935.0,24850.0,60510.0,25054.0,46079.0,19079.0,42.5,2154.0,34.6,19.9,80.8,15.2,2.4,1,6,1,21,1,17,1,19,1,3
2.82106598231015,960,2023,3.0,True,41.97694666617184,5.0,62,1707902006,Eixample,118.0,45.22,E,1,1,1,1,1,27935.0,24850.0,31.6,2.9,19.9,15.2,34.6,Eixample Nord,2.4,19.5,21.4,1.1,55.7,2.9,31.6,27935.0,24850.0,60510.0,25054.0,46079.0,19079.0,42.5,2154.0,34.6,19.9,80.8,15.2,2.4,1,8,1,27,1,25,1,22,1,4
2.820539779942532,2155,2023,2.0,True,41.978661629141385,1.0,62,1707902004,Eixample,122.0,39.04,E,1,1,1,1,1,32741.0,26950.0,33.9,3.1,23.6,16.6,36.4,Eixample Nord,2.5,24.2,19.3,0.7,53.3,3.1,33.9,32741.0,26950.0,68901.0,29601.0,52012.0,22345.0,44.0,1676.0,36.4,23.6,85.1,16.6,2.3,1,9,1,28,1,22,1,23,1,4
2.817857134475971,1450,2023,3.0,True,41.98001088401693,1.0,118,1707902002,Eixample,45.0,39.37,E,1,1,1,1,1,30703.0,25550.0,35.1,2.9,17.3,18.3,36.0,Eixample Nord,3.3,22.5,15.8,1.0,57.4,2.9,35.1,30703.0,25550.0,68473.0,28112.0,50395.0,20690.0,40.8,1070.0,36.0,17.3,82.0,18.3,2.4,1,5,1,14,1,23,1,47,1,5
2.812520229000575,1125,2023,3.0,True,41.97695593963319,3.0,87,1707903016,Eixample,71.0,43.88,C,1,1,1,1,1,21658.0,19250.0,30.2,2.5,22.5,14.8,28.8,Eixample Nord,4.0,7.9,27.2,1.7,59.3,2.5,30.2,21658.0,19250.0,48719.0,17908.0,40185.0,14771.0,43.8,1652.0,28.8,22.5,75.8,14.8,2.7,1,3,1,14,1,7,1,44,1,1
2.825055431341009,1085,2023,3.0,True,41.984667771691534,2.0,80,1707904001,Centre,75.0,45.59,F,1,1,1,1,1,25336.0,19950.0,36.0,2.9,11.6,13.5,42.9,Barri Vell,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1,1,5,1,14,1,9,1,25,1,17
2.8259416833295203,845,2023,1.0,False,41.98735627726031,2.0,48,1707904001,Centre,75.0,45.59,F,1,1,1,1,1,25336.0,19950.0,36.0,2.9,11.6,13.5,42.9,Barri Vell,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1,1,4,1,9,1,6,1,27,1,13
2.8247655959978,985,2023,3.0,True,41.98460691470604,3.0,115,1707904001,Centre,75.0,45.59,F,1,1,1,1,1,25336.0,19950.0,36.0,2.9,11.6,13.5,42.9,Barri Vell,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1,1,5,1,14,1,9,1,24,1,17
2.820458816603729,610,2023,1.0,True,41.983394838033725,1.0,46,1707903001,Centre,108.0,37.07,E,1,1,1,1,1,33181.0,24850.0,37.8,3.3,18.0,16.1,42.0,Mercadal,2.3,29.8,15.7,0.8,51.4,3.3,37.8,33181.0,24850.0,68809.0,30321.0,51988.0,22909.0,41.1,1209.0,42.0,18.0,77.2,16.1,2.2,1,5,1,14,1,23,1,27,1,7
2.8247852844726404,1050,2023,1.0,False,41.98660671806236,1.0,46,1707904001,Centre,75.0,45.59,F,1,1,1,1,1,25336.0,19950.0,36.0,2.9,11.6,13.5,42.9,Barri Vell,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1,1,3,1,13,1,7,1,22,1,13
2.818248743041873,1540,2023,3.0,True,41.9809118637159,5.0,111,1707902002,Eixample,45.0,39.37,E,1,1,1,1,1,30703.0,25550.0,35.1,2.9,17.3,18.3,36.0,Eixample Nord,3.3,22.5,15.8,1.0,57.4,2.9,35.1,30703.0,25550.0,68473.0,28112.0,50395.0,20690.0,40.8,1070.0,36.0,17.3,82.0,18.3,2.4,1,6,1,13,1,24,1,22,1,7
2.818410543079943,1255,2023,3.0,True,41.98037068211714,1.0,113,1707902002,Eixample,45.0,39.37,E,1,1,1,1,1,30703.0,25550.0,35.1,2.9,17.3,18.3,36.0,Eixample Nord,3.3,22.5,15.8,1.0,57.4,2.9,35.1,30703.0,25550.0,68473.0,28112.0,50395.0,20690.0,40.8,1070.0,36.0,17.3,82.0,18.3,2.4,1,5,1,15,1,23,1,31,1,7
2.8182266693561795,1400,2023,2.0,True,41.98002490112728,2.0,62,1707902002,Eixample,45.0,39.37,E,1,1,1,1,1,30703.0,25550.0,35.1,2.9,17.3,18.3,36.0,Eixample Nord,3.3,22.5,15.8,1.0,57.4,2.9,35.1,30703.0,25550.0,68473.0,28112.0,50395.0,20690.0,40.8,1070.0,36.0,17.3,82.0,18.3,2.4,1,5,1,15,1,23,1,43,1,5
2.825240317301015,810,2023,3.0,True,41.98452464075317,2.0,139,1707904001,Centre,75.0,45.59,F,1,1,1,1,1,25336.0,19950.0,36.0,2.9,11.6,13.5,42.9,Barri Vell,1.6,25.1,9.8,1.7,61.8,2.9,36.0,25336.0,19950.0,51678.0,24210.0,38616.0,18091.0,39.4,1081.0,42.9,11.6,67.5,13.5,2.1,1,4,1,12,1,9,1,25,1,17
